C7C422	PASS
A0A024FRL9	PASS
A0A0G2ST15	PASS
A0A0K1Z5K4	PASS
A0A1P8C735	PASS
A0A2P1H1P0	PASS
A0A7T1X4S0	PASS
E9MW54	FRAGMENT
E9MW55	FRAGMENT
G9JVE6	PASS
A0A0A7Y424	PASS
A0A0C5H135	PASS
A0A0F6ZNP0	PASS
A0A8D6APR8	PASS
F2YZ26	PASS
H6VYQ1	PASS
M4JT39	FRAGMENT
U3LM85	PASS
U5TTL2	PASS
V9SCA3	FRAGMENT
A0A0B4ZUY6	PASS
A0A0R8XYE3	PASS
F6IAY7	PASS
H6WET3	FRAGMENT
J7I0S9	PASS
M1VE66	PASS
S0F2B6	PASS
S5ZIP8	PASS
W8LAN3	PASS
X5CZV5	PASS
A0A0A8J940	PASS
A0A3T0VDQ5	PASS
A0A9N8GYP9	PASS
A0ABM7W3K7	PASS
A0ABN7GT79	PASS
E7E277	PASS
H9BVE1	PASS
I3VKD5	PASS
R4L303	PASS
T2A6Y2	PASS
A0A0B4ZV32	PASS
G3K399	PASS
H6BEJ7	PASS
H6WZS9	PASS
I0CCE1	PASS
I3V6N6	PASS
J7LFC7	PASS
M1RCY7	PASS
W0FF89	PASS
W8SMM4	PASS
E5KIY2	PASS
E9NWK5	PASS
F8UNN7	PASS
