raw/bldb/ndm_variants/NDM-10.fasta	>gi|530540025|gb|AGT37351.1|NDM-10| subclass B1 metallo-beta-lactamase NDM-10
raw/bldb/ndm_variants/NDM-11.fasta	>gi|748762923|gb|AJE61443.1|NDM-11| subclass B1 metallo-beta-lactamase NDM-11
raw/bldb/ndm_variants/NDM-12.fasta	>gi|633259747|dbj|BAO79439.1|NDM-12| subclass B1 metallo-beta-lactamase NDM-12
raw/bldb/ndm_variants/NDM-13.fasta	>gi|734511563|dbj|BAQ02518.1|NDM-13| subclass B1 metallo-beta-lactamase NDM-13
raw/bldb/ndm_variants/NDM-14.fasta	>gi|760459517|gb|AJP18054.1|NDM-14| subclass B1 metallo-beta-lactamase NDM-14
raw/bldb/ndm_variants/NDM-15.fasta	>gi|817548331|gb|AKF43458.1|NDM-15| subclass B1 metallo-beta-lactamase NDM-15
raw/bldb/ndm_variants/NDM-16a.fasta	>gi|916370098|gb|AKZ20823.1|NDM-16a| subclass B1 metallo-beta-lactamase NDM-16a
raw/bldb/ndm_variants/NDM-16b.fasta	>AMO51458.1|NDM-16b| beta-lactamase NDM-16 [Escherichia coli]
raw/bldb/ndm_variants/NDM-17.fasta	>AOT73359.1|NDM-17| subclass B1 metallo-beta-lactamase NDM-17
raw/bldb/ndm_variants/NDM-18.fasta	>APZ75411.1|NDM-18| subclass B1 metallo-beta-lactamase NDM-18
raw/bldb/ndm_variants/NDM-19.fasta	>ASC49561.1|NDM-19| subclass B1 metallo-beta-lactamase NDM-19
raw/bldb/ndm_variants/NDM-1.fasta	>gi|595266892|gb|AHM26723.1|NDM-1| subclass B1 metallo-beta-lactamase NDM-1
raw/bldb/ndm_variants/NDM-20.fasta	>AQY45923.1|NDM-20| subclass B1 metallo-beta-lactamase NDM-20
raw/bldb/ndm_variants/NDM-2.fasta	>gi|327244639|gb|AEA41876.1|NDM-2| subclass B1 metallo-beta-lactamase NDM-2
raw/bldb/ndm_variants/NDM-3.fasta	>gi|388890593|gb|AFK80349.1|NDM-3| subclass B1 metallo-beta-lactamase NDM-3
raw/bldb/ndm_variants/NDM-4.fasta	>gi|378405411|gb|AFB82585.1|NDM-4| subclass B1 metallo-beta-lactamase NDM-4
raw/bldb/ndm_variants/NDM-5.fasta	>gi|1028341455|gb|ANE23847.1|NDM-5| subclass B1 metallo-beta-lactamase NDM-5
raw/bldb/ndm_variants/NDM-6.fasta	>gi|366085573|gb|AEX08599.1|NDM-6| subclass B1 metallo-beta-lactamase NDM-6
raw/bldb/ndm_variants/NDM-7.fasta	>gi|848612134|gb|AKN35289.1|NDM-7| subclass B1 metallo-beta-lactamase NDM-7
raw/bldb/ndm_variants/NDM-8.fasta	>gi|748762921|gb|AJE61442.1|NDM-8| subclass B1 metallo-beta-lactamase NDM-8
raw/bldb/ndm_variants/NDM-9.fasta	>gi|537849610|gb|AGU91756.1|NDM-9| subclass B1 metallo-beta-lactamase NDM-9
